"last_name, first_name",player_id,year,PA,xBA,xSLG,wOBA,xwOBA,xOBP,xISO,wOBAcon,xwOBAcon,Avg Swing Length,Sweet Spot%,Barrel%,Hard Hit%,Z-Swing%,O-Swing%,Whiff%,batted_ball,EV90,Z-O Swing%
"Grisham, Trent",663757,2023,555,0.218,0.396,0.299,0.322,0.332,0.178,0.343,0.385,,32.8,11.9,40.0,60.3,21.6,28.3,320,104.66,38.699999999999996
"Vierling, Matt",663837,2023,530,0.266,0.396,0.315,0.322,0.335,0.13,0.36,0.371,,32.2,4.6,42.8,59.1,28.5,19.4,369,105.17,30.6
"Stephenson, Tyler",663886,2023,517,0.243,0.397,0.305,0.314,0.318,0.154,0.371,0.385,,33.5,7.6,43.5,61.8,24.1,28.4,331,103.61,37.699999999999996
"Lowe, Nathaniel",663993,2023,724,0.263,0.406,0.34,0.339,0.362,0.143,0.388,0.386,,36.7,6.5,41.6,67.2,20.8,20.6,461,106.1,46.400000000000006
"Happ, Ian",664023,2023,691,0.254,0.427,0.345,0.35,0.368,0.173,0.383,0.392,,36.7,9.0,39.0,66.9,22.9,25.3,433,104.1,44.00000000000001
"France, Ty",664034,2023,665,0.27,0.42,0.315,0.342,0.354,0.151,0.329,0.367,,36.9,6.8,38.6,74.0,33.3,21.9,471,104.52,40.7
"Lowe, Brandon",664040,2023,436,0.235,0.449,0.334,0.341,0.333,0.214,0.408,0.42,,32.6,10.7,47.5,75.3,30.0,32.0,261,105.6,45.3
"Bader, Harrison",664056,2023,344,0.234,0.375,0.271,0.288,0.281,0.141,0.299,0.321,,32.8,5.3,31.7,63.3,35.6,24.6,265,103.24,27.699999999999996
"Straw, Myles",664702,2023,518,0.239,0.3,0.268,0.272,0.303,0.061,0.288,0.293,,34.0,0.5,23.3,60.0,23.9,14.1,377,98.6,36.1
"Bohm, Alec",664761,2023,611,0.29,0.453,0.329,0.343,0.342,0.163,0.359,0.377,,35.1,5.7,41.7,68.9,30.0,18.1,470,104.81,38.900000000000006
"Wade Jr., LaMonte",664774,2023,519,0.261,0.45,0.347,0.36,0.377,0.189,0.363,0.382,,33.6,9.1,39.8,62.0,17.9,20.8,342,103.4,44.1
"Brown, Seth",664913,2023,378,0.237,0.451,0.298,0.322,0.301,0.214,0.37,0.408,,32.7,12.2,46.5,71.3,31.1,31.3,245,105.6,40.199999999999996
"Peña, Jeremy",665161,2023,634,0.265,0.376,0.31,0.31,0.325,0.111,0.354,0.355,,32.4,4.0,35.8,73.2,35.9,28.4,450,103.7,37.300000000000004
"Tatis Jr., Fernando",665487,2023,635,0.281,0.508,0.332,0.364,0.344,0.227,0.392,0.438,,31.5,11.0,49.3,78.7,32.3,30.5,438,107.2,46.400000000000006
"Guerrero Jr., Vladimir",665489,2023,682,0.299,0.503,0.34,0.378,0.378,0.204,0.356,0.408,,32.4,11.1,49.2,74.2,28.8,23.0,506,109.1,45.400000000000006
"Soto, Juan",665742,2023,708,0.284,0.538,0.395,0.408,0.42,0.254,0.426,0.446,,28.5,13.0,55.3,57.8,16.6,20.5,445,108.34,41.199999999999996
"Taveras, Leody",665750,2023,554,0.27,0.407,0.316,0.319,0.32,0.136,0.374,0.379,,35.2,7.2,43.1,70.9,28.2,24.2,401,105.4,42.7
"Chisholm Jr., Jazz",665862,2023,383,0.224,0.431,0.325,0.307,0.281,0.207,0.444,0.415,,25.3,12.2,41.8,64.4,27.0,36.2,237,106.4,37.400000000000006
"Ruiz, Esteury",665923,2023,497,0.234,0.316,0.29,0.271,0.29,0.082,0.329,0.304,,32.7,2.5,20.0,69.9,34.5,25.3,355,99.72,35.400000000000006
"Giménez, Andrés",665926,2023,616,0.245,0.367,0.309,0.297,0.309,0.122,0.343,0.327,,29.9,5.5,27.0,71.0,40.0,25.4,452,102.31,31.0
"Jones, Nolan",666134,2023,424,0.249,0.499,0.395,0.362,0.348,0.25,0.534,0.477,,34.7,15.7,41.3,57.5,26.1,31.9,242,107.61,31.4
"Lowe, Josh",666139,2023,501,0.276,0.48,0.354,0.341,0.321,0.204,0.451,0.433,,36.2,11.0,39.7,73.3,35.7,30.2,345,105.06,37.599999999999994
"Sabol, Blake",666165,2023,344,0.199,0.369,0.303,0.28,0.27,0.17,0.424,0.383,,31.0,11.2,38.6,75.6,28.1,35.6,197,104.2,47.49999999999999
"Bichette, Bo",666182,2023,601,0.312,0.502,0.349,0.363,0.345,0.19,0.415,0.434,,38.3,9.6,44.9,77.1,36.4,21.1,457,106.58,40.699999999999996
"Julien, Edouard",666397,2023,408,0.233,0.427,0.366,0.345,0.357,0.194,0.483,0.443,,38.8,13.1,44.9,61.3,14.3,29.1,214,104.67,47.0
"Morel, Christopher",666624,2023,429,0.244,0.485,0.347,0.34,0.311,0.242,0.475,0.464,,29.5,15.9,50.0,71.9,28.9,37.0,258,108.25,43.00000000000001
"García, Adolis",666969,2023,632,0.25,0.526,0.354,0.366,0.334,0.276,0.451,0.471,,36.0,16.1,49.7,71.5,29.3,31.6,386,107.3,42.2
"Gurriel Jr., Lourdes",666971,2023,592,0.264,0.439,0.329,0.324,0.313,0.175,0.373,0.367,,35.3,8.4,46.0,67.5,30.3,18.7,450,103.52,37.2
"Rooker Jr., Brent",667670,2023,526,0.237,0.478,0.348,0.343,0.322,0.241,0.482,0.472,,37.3,15.6,49.5,66.1,27.3,38.2,295,106.62,38.8
"Arozarena, Randy",668227,2023,654,0.243,0.435,0.347,0.351,0.359,0.192,0.396,0.403,,31.8,12.3,48.4,61.0,27.5,29.1,400,106.61999999999999,33.5
"Pratto, Nick",668472,2023,345,0.209,0.339,0.292,0.278,0.287,0.13,0.444,0.416,,40.7,8.1,41.9,58.8,27.5,35.3,172,104.58,31.299999999999997
"Rogers, Jake",668670,2023,365,0.227,0.449,0.312,0.321,0.295,0.223,0.428,0.443,,40.3,12.0,45.6,66.3,22.6,31.7,216,103.62,43.699999999999996
"Steer, Spencer",668715,2023,665,0.252,0.417,0.355,0.333,0.341,0.165,0.404,0.373,,35.3,6.7,37.1,63.1,23.9,24.1,447,103.9,39.2
"Baddoo, Akil",668731,2023,357,0.218,0.371,0.299,0.301,0.312,0.153,0.347,0.351,,26.5,6.2,36.8,68.6,25.7,25.3,226,104.28,42.89999999999999
"Reynolds, Bryan",668804,2023,640,0.28,0.49,0.338,0.36,0.346,0.211,0.395,0.427,,36.9,11.1,47.3,73.1,25.8,28.2,442,105.1,47.3
"Turang, Brice",668930,2023,448,0.224,0.321,0.262,0.274,0.293,0.097,0.288,0.305,,34.3,2.9,27.0,67.2,27.3,21.7,315,100.6,39.900000000000006
"Rutschman, Adley",668939,2023,687,0.292,0.469,0.352,0.373,0.389,0.177,0.362,0.391,,37.0,7.5,38.6,60.7,23.4,15.6,492,104.2,37.300000000000004
"Rojas, Josh",668942,2023,350,0.23,0.331,0.284,0.278,0.293,0.101,0.332,0.324,,35.6,3.8,28.9,61.8,25.8,24.2,239,100.5,36.0
"Melendez Jr., MJ",669004,2023,602,0.235,0.432,0.31,0.325,0.318,0.197,0.387,0.411,,34.6,11.4,49.6,69.3,26.8,34.4,367,105.2,42.5
"Marsh, Brandon",669016,2023,472,0.234,0.391,0.358,0.322,0.337,0.157,0.475,0.411,,37.7,9.1,48.7,61.5,25.5,27.4,265,104.11000000000001,36.0
"Langeliers, Shea",669127,2023,490,0.211,0.423,0.29,0.297,0.273,0.212,0.376,0.387,,30.8,13.3,44.5,69.9,31.2,32.1,308,107.7,38.7
"Murphy, Sean",669221,2023,438,0.274,0.537,0.366,0.395,0.385,0.263,0.415,0.461,,38.1,16.1,45.8,69.5,23.0,25.9,273,108.28,46.5
"Edman, Tommy",669242,2023,528,0.262,0.39,0.306,0.312,0.321,0.128,0.329,0.338,,27.9,5.0,38.8,61.9,28.6,16.1,402,104.1,33.3
"Smith, Will",669257,2023,554,0.262,0.435,0.345,0.352,0.365,0.174,0.354,0.365,,37.5,6.7,41.6,67.9,25.0,19.5,387,103.45,42.900000000000006
"Suwinski, Jack",669261,2023,534,0.218,0.461,0.341,0.346,0.337,0.244,0.45,0.46,,34.2,15.7,43.4,61.1,18.2,30.1,281,107.2,42.900000000000006
"Gorman, Nolan",669357,2023,464,0.237,0.498,0.345,0.354,0.33,0.261,0.466,0.484,,38.8,16.5,48.5,72.9,27.7,35.6,260,106.26,45.2
"Burger, Jake",669394,2023,540,0.27,0.512,0.349,0.359,0.329,0.242,0.454,0.469,,33.4,16.7,49.6,70.8,38.5,34.1,347,110.3,32.3
"Hays, Austin",669720,2023,566,0.242,0.42,0.33,0.309,0.296,0.178,0.413,0.381,,31.0,8.9,40.1,63.8,30.9,28.4,384,105.2,32.9
"Call, Alex",669743,2023,439,0.214,0.335,0.28,0.296,0.32,0.121,0.271,0.294,,30.5,5.3,30.1,61.3,19.8,18.6,302,101.6,41.5
"Raley, Luke",670042,2023,406,0.225,0.437,0.353,0.327,0.313,0.212,0.477,0.432,,29.3,12.9,45.7,74.8,31.3,38.9,232,107.78999999999999,43.5
"Alvarez, Yordan",670541,2023,496,0.297,0.623,0.415,0.435,0.414,0.326,0.466,0.497,,35.7,18.0,52.2,64.7,26.1,22.4,322,109.9,38.6
"Paredes, Isaac",670623,2023,571,0.23,0.369,0.362,0.315,0.335,0.139,0.391,0.322,,32.4,5.9,28.5,66.0,28.3,18.2,389,100.94000000000001,37.7
"Walls, Taylor",670764,2023,349,0.2,0.295,0.287,0.274,0.303,0.095,0.325,0.304,,32.1,3.3,28.8,65.6,17.8,27.2,212,100.19,47.8
"Friedl Jr., TJ",670770,2023,556,0.24,0.321,0.353,0.289,0.318,0.082,0.383,0.296,,32.0,3.2,27.6,59.0,24.6,18.4,409,100.74,34.4
"Casas, Triston",671213,2023,502,0.253,0.5,0.367,0.37,0.36,0.246,0.445,0.449,,36.1,13.1,46.6,66.5,22.1,28.1,305,107.8,44.4
"García, Luis",671277,2023,482,0.263,0.404,0.297,0.308,0.304,0.142,0.316,0.329,,31.9,5.8,36.5,74.0,30.8,17.9,395,103.8,43.2
"Harris II, Michael",671739,2023,539,0.304,0.49,0.345,0.357,0.342,0.186,0.405,0.421,,34.6,10.0,48.5,68.2,38.1,24.4,408,108.2,30.1
"Bailey, Patrick",672275,2023,353,0.249,0.42,0.282,0.313,0.302,0.171,0.362,0.41,,36.2,10.0,38.4,65.0,26.6,26.2,229,103.54,38.4
"Kelenic, Jarred",672284,2023,416,0.264,0.435,0.321,0.333,0.338,0.17,0.437,0.457,,38.8,9.5,45.5,66.4,28.5,33.8,242,106.6,37.900000000000006
"Arias, Gabriel",672356,2023,345,0.23,0.407,0.276,0.304,0.294,0.177,0.369,0.418,,31.0,9.9,46.3,76.9,33.1,37.7,203,106.84,43.800000000000004
"Kirk, Alejandro",672386,2023,422,0.256,0.386,0.308,0.32,0.34,0.131,0.294,0.31,,31.9,5.2,38.3,57.4,26.7,12.8,329,102.84,30.7
"Moreno, Gabriel",672515,2023,380,0.266,0.387,0.325,0.314,0.326,0.122,0.37,0.356,,32.6,4.8,41.8,57.3,26.3,19.7,273,103.08,30.999999999999996
"Garcia, Maikel",672580,2023,515,0.274,0.393,0.299,0.319,0.33,0.119,0.35,0.38,,36.9,3.9,50.6,63.6,20.6,19.5,360,104.54,43.0
"Perdomo, Geraldo",672695,2023,495,0.204,0.272,0.319,0.275,0.318,0.069,0.323,0.258,,35.4,0.9,19.5,59.4,17.1,15.1,339,98.2,42.3
"Diaz, Yainer",673237,2023,377,0.285,0.539,0.354,0.357,0.312,0.254,0.425,0.43,,36.9,12.2,43.9,76.4,44.0,27.6,287,106.16000000000001,32.400000000000006
"Robert Jr., Luis",673357,2023,595,0.259,0.515,0.358,0.347,0.312,0.255,0.488,0.471,,38.0,15.4,42.3,78.1,40.5,33.5,376,107.6,37.599999999999994
"Kim, Ha-Seong",673490,2023,626,0.245,0.359,0.33,0.313,0.339,0.114,0.36,0.335,,36.1,4.2,26.7,55.1,20.4,17.8,424,101.7,34.7
"Suzuki, Seiya",673548,2023,583,0.283,0.469,0.358,0.357,0.358,0.187,0.427,0.425,,36.5,10.5,48.0,60.5,19.8,21.3,392,106.3,40.7
"Jung, Josh",673962,2023,515,0.26,0.482,0.334,0.337,0.309,0.222,0.449,0.453,,41.9,11.9,47.4,72.7,32.9,29.7,329,105.23,39.800000000000004
"Noda, Ryan",676116,2023,495,0.213,0.392,0.342,0.334,0.352,0.179,0.457,0.44,,38.2,13.0,45.0,65.7,19.2,36.9,238,106.73,46.5
"Burleson, Alec",676475,2023,347,0.277,0.449,0.3,0.337,0.331,0.173,0.312,0.359,,36.6,5.9,41.0,71.5,34.0,17.7,273,104.18,37.5
"Meyers, Jake",676694,2023,341,0.213,0.357,0.297,0.283,0.285,0.143,0.358,0.337,,34.7,6.3,27.9,69.4,26.8,27.0,222,102.2,42.60000000000001
"McCormick, Chas",676801,2023,457,0.246,0.457,0.362,0.341,0.33,0.212,0.449,0.415,,38.4,11.1,38.8,70.6,30.2,29.4,289,102.92,40.39999999999999
"Franco, Wander",677551,2023,491,0.3,0.484,0.349,0.364,0.363,0.183,0.374,0.393,,35.0,7.7,43.0,63.3,26.2,14.8,377,104.14,37.099999999999994
"Rodríguez, Julio",677594,2023,714,0.274,0.475,0.347,0.345,0.332,0.201,0.436,0.431,,31.8,11.9,52.0,72.1,37.4,28.3,481,108.7,34.699999999999996
"Duran, Ezequiel",677649,2023,439,0.256,0.434,0.33,0.319,0.307,0.178,0.43,0.414,,36.3,8.7,43.9,72.2,37.7,28.5,289,106.6,34.5
"Thomas, Alek",677950,2023,402,0.251,0.373,0.278,0.291,0.293,0.122,0.328,0.346,,28.3,5.1,41.6,63.7,33.6,25.2,293,104.08,30.1
"Witt Jr., Bobby",677951,2023,694,0.294,0.533,0.343,0.369,0.338,0.239,0.393,0.427,,34.4,11.5,45.6,71.0,30.6,22.8,529,106.6,40.4
"Bae, Ji Hwan",678225,2023,371,0.222,0.293,0.272,0.264,0.289,0.072,0.318,0.307,,24.3,2.0,36.8,67.2,28.8,25.4,247,102.52,38.400000000000006
"Tovar, Ezequiel",678662,2023,615,0.248,0.386,0.298,0.291,0.283,0.138,0.389,0.378,,36.4,8.1,36.2,79.8,42.0,31.3,420,104.03,37.8
"Torkelson, Spencer",679529,2023,684,0.251,0.484,0.326,0.349,0.331,0.233,0.391,0.428,,33.2,14.1,50.9,67.5,23.6,24.7,440,106.19,43.9
"McLain, Matt",680574,2023,403,0.256,0.436,0.37,0.332,0.327,0.18,0.49,0.429,,39.6,10.8,42.4,57.7,25.4,28.0,250,104.02,32.300000000000004
"Kwan, Steven",680757,2023,718,0.282,0.358,0.313,0.317,0.353,0.076,0.306,0.311,,37.7,1.1,18.8,59.0,21.3,11.2,570,97.51,37.7
"Duran, Jarren",680776,2023,362,0.271,0.405,0.354,0.323,0.327,0.134,0.447,0.402,,32.0,5.3,46.3,73.2,30.1,24.6,244,107.11000000000001,43.1
"Donovan, Brendan",680977,2023,371,0.287,0.438,0.345,0.354,0.369,0.151,0.359,0.371,,37.3,5.8,40.6,63.4,22.9,14.8,276,103.05000000000001,40.5
"Stott, Bryson",681082,2023,640,0.267,0.386,0.323,0.309,0.319,0.119,0.354,0.336,,36.4,4.7,35.2,59.1,29.5,15.3,494,100.87,29.6
"Carpenter, Kerry",681481,2023,459,0.258,0.46,0.347,0.336,0.324,0.202,0.435,0.419,,37.2,10.2,44.0,72.2,33.4,27.0,304,103.9,38.800000000000004
"Outman, James",681546,2023,567,0.228,0.396,0.344,0.325,0.336,0.167,0.456,0.42,,38.2,11.1,39.9,68.6,25.3,36.6,306,104.9,43.3
"Alvarez, Francisco",682626,2023,423,0.209,0.422,0.31,0.305,0.283,0.213,0.377,0.37,,28.6,12.8,45.1,65.9,26.1,31.8,273,106.74,39.800000000000004
"De La Cruz, Elly",682829,2023,427,0.24,0.391,0.305,0.303,0.306,0.151,0.429,0.428,,30.5,8.5,45.9,60.7,32.8,29.7,246,109.16,27.900000000000006
"Abrams, CJ",682928,2023,614,0.247,0.399,0.306,0.304,0.301,0.152,0.349,0.345,,32.6,6.9,35.9,71.9,35.1,22.5,451,103.7,36.800000000000004
"Greene, Riley",682985,2023,416,0.289,0.499,0.344,0.365,0.35,0.21,0.444,0.477,,36.8,11.3,47.3,68.3,26.5,28.2,266,107.44,41.8
"Carroll, Corbin",682998,2023,645,0.268,0.441,0.37,0.344,0.348,0.173,0.423,0.386,,32.7,7.6,40.9,65.3,28.0,21.6,450,106.0,37.3
"Henderson, Gunnar",683002,2023,622,0.261,0.472,0.346,0.346,0.331,0.212,0.431,0.431,,32.9,11.4,52.0,66.7,26.5,26.4,404,106.9,40.2
"Volpe, Anthony",683011,2023,601,0.233,0.396,0.29,0.308,0.306,0.163,0.357,0.385,,35.5,9.0,43.0,67.2,28.7,28.2,377,103.1,38.5
"Baty, Brett",683146,2023,389,0.237,0.382,0.266,0.3,0.299,0.144,0.329,0.382,,33.3,7.7,44.3,64.3,27.6,31.6,246,107.35,36.699999999999996
"Vaughn, Andrew",683734,2023,615,0.252,0.427,0.321,0.319,0.309,0.176,0.375,0.371,,30.3,8.4,46.5,64.8,31.7,24.1,439,105.9,33.099999999999994
"Doyle, Brenton",686668,2023,431,0.2,0.344,0.257,0.258,0.248,0.143,0.366,0.369,,29.9,8.7,35.0,73.8,32.2,35.8,254,103.18,41.599999999999994
"Massey, Michael",686681,2023,461,0.26,0.432,0.283,0.319,0.305,0.172,0.332,0.381,,38.0,7.8,39.5,72.5,32.3,22.4,334,104.44,40.2
"Brennan, Will",686823,2023,455,0.286,0.378,0.285,0.305,0.32,0.092,0.307,0.331,,35.8,2.4,29.2,73.4,38.2,18.2,377,100.74000000000001,35.2
"Wiemer Jr., Joey",686894,2023,410,0.209,0.37,0.284,0.289,0.287,0.161,0.346,0.354,,28.9,9.1,39.1,65.9,29.1,33.6,253,104.52,36.800000000000004
"Walker, Jordan",691023,2023,465,0.267,0.426,0.341,0.332,0.335,0.159,0.404,0.39,,33.6,7.5,42.5,72.4,33.2,30.0,318,107.04,39.2
"Yoshida, Masataka",807799,2023,580,0.273,0.425,0.339,0.325,0.324,0.153,0.366,0.35,,29.5,6.6,40.6,58.6,27.3,18.3,458,104.76,31.3
