"last_name, first_name",player_id,year,PA,xBA,xSLG,wOBA,xwOBA,xOBP,xISO,wOBAcon,xwOBAcon,Avg Swing Length,Sweet Spot%,Barrel%,Hard Hit%,Z-Swing%,O-Swing%,Whiff%,batted_ball,EV90,Z-O Swing%
"Anderson, Tim",641313,2021,551,0.278,0.442,0.345,0.324,0.308,0.164,0.426,0.399,,32.5,7.8,42.3,79.1,36.9,25.9,409,104.49000000000001,42.199999999999996
"Bellinger, Cody",641355,2021,350,0.209,0.358,0.237,0.281,0.281,0.149,0.275,0.344,,33.5,7.1,34.4,74.1,30.7,29.7,224,103.26,43.39999999999999
"Crawford, J.P.",641487,2021,687,0.257,0.339,0.314,0.298,0.325,0.082,0.338,0.316,,34.3,2.4,30.6,64.0,21.7,15.5,510,102.8,42.3
"Dozier, Hunter",641531,2021,543,0.224,0.388,0.293,0.299,0.295,0.163,0.367,0.377,,33.0,8.8,42.2,70.4,29.8,32.4,339,105.92,40.60000000000001
"Hampson, Garrett",641658,2021,494,0.236,0.374,0.288,0.291,0.292,0.137,0.348,0.353,,34.7,5.0,31.2,64.7,25.8,23.9,340,100.89,38.900000000000006
"Mancini III, Trey",641820,2021,616,0.266,0.452,0.326,0.341,0.337,0.186,0.389,0.412,,36.0,10.4,42.0,65.8,30.8,29.6,414,107.76,35.0
"McMahon, Ryan",641857,2021,596,0.244,0.426,0.334,0.325,0.323,0.182,0.404,0.391,,40.2,7.3,43.5,73.2,24.4,29.2,386,104.77,48.800000000000004
"O'Neill, Tyler",641933,2021,537,0.276,0.579,0.384,0.389,0.344,0.303,0.536,0.545,,39.9,17.9,52.2,73.8,27.6,34.7,318,108.4,46.199999999999996
"Smith, Dominic",642086,2021,493,0.262,0.42,0.291,0.325,0.323,0.158,0.34,0.389,,40.6,6.5,40.6,72.8,33.7,27.7,340,103.91000000000001,39.099999999999994
"Rosario, Amed",642708,2021,588,0.267,0.368,0.315,0.3,0.31,0.101,0.373,0.352,,32.0,2.8,43.5,64.0,34.7,24.8,434,104.31,29.299999999999997
"Adames, Willy",642715,2021,555,0.236,0.438,0.349,0.325,0.314,0.202,0.453,0.413,,35.1,11.4,44.7,72.2,27.5,32.6,342,104.9,44.7
"Benintendi, Andrew",643217,2021,538,0.261,0.456,0.328,0.331,0.313,0.194,0.373,0.377,,38.5,8.9,43.2,73.9,30.1,22.5,403,101.98,43.800000000000004
"Kemp, Tony",643393,2021,397,0.25,0.349,0.351,0.321,0.36,0.099,0.344,0.303,,38.9,1.0,21.9,62.9,21.1,15.9,288,96.85,41.8
"Kiner-Falefa, Isiah",643396,2021,677,0.267,0.349,0.293,0.292,0.309,0.082,0.313,0.312,,31.6,1.8,28.8,62.6,30.7,14.5,548,100.9,31.900000000000002
"McNeil, Jeff",643446,2021,426,0.257,0.387,0.301,0.315,0.325,0.13,0.306,0.325,,30.4,4.3,33.4,83.7,27.7,18.2,329,101.64,56.0
"Albies, Ozzie",645277,2021,686,0.257,0.461,0.336,0.329,0.309,0.204,0.387,0.378,,37.0,9.3,37.2,82.4,34.1,24.9,508,103.0,48.300000000000004
"Robles, Victor",645302,2021,369,0.216,0.314,0.274,0.288,0.32,0.099,0.289,0.311,,31.9,2.6,27.2,69.3,26.0,25.7,235,101.67999999999999,43.3
"Devers, Rafael",646240,2021,664,0.291,0.567,0.373,0.394,0.366,0.276,0.447,0.477,,35.2,15.0,51.8,77.7,32.4,27.7,452,108.4,45.300000000000004
"Toro, Abraham",647351,2021,375,0.247,0.416,0.303,0.323,0.323,0.168,0.308,0.334,,29.7,7.4,33.9,66.3,30.1,17.6,283,101.9,36.199999999999996
"Urías, Luis",649966,2021,570,0.241,0.427,0.34,0.333,0.338,0.186,0.379,0.368,,34.9,9.3,40.5,67.9,25.3,22.8,378,103.16,42.60000000000001
"Arraez, Luis",650333,2021,479,0.295,0.411,0.321,0.337,0.359,0.116,0.319,0.339,,41.5,2.3,30.6,63.9,23.1,10.8,386,98.96000000000001,40.8
"Torres, Gleyber",650402,2021,516,0.265,0.423,0.307,0.331,0.336,0.159,0.342,0.377,,37.1,7.8,35.7,70.8,22.7,26.3,361,103.32000000000001,48.099999999999994
"Castro, Willi",650489,2021,450,0.239,0.358,0.271,0.286,0.291,0.119,0.325,0.348,,35.2,5.2,29.4,74.6,40.0,29.3,310,104.22,34.599999999999994
"Díaz, Yandy",650490,2021,541,0.254,0.399,0.325,0.332,0.353,0.145,0.331,0.342,,28.9,7.0,40.6,67.0,18.9,19.3,384,107.88,48.1
"Chapman, Matt",656305,2021,622,0.209,0.423,0.311,0.321,0.315,0.214,0.403,0.421,,32.1,13.7,41.7,66.5,22.9,32.7,336,106.2,43.6
"Hoskins, Rhys",656555,2021,443,0.249,0.564,0.364,0.378,0.336,0.315,0.443,0.463,,36.7,17.0,46.3,64.1,25.3,26.4,283,106.58,38.8
"Mullins II, Cedric",656775,2021,675,0.272,0.447,0.372,0.344,0.344,0.175,0.425,0.386,,35.7,8.1,39.4,64.8,27.7,20.8,482,103.37000000000002,37.099999999999994
"Schwarber, Kyle",656941,2021,471,0.265,0.565,0.392,0.399,0.375,0.3,0.497,0.51,,36.9,17.5,52.2,64.4,20.8,28.6,274,109.4,43.60000000000001
"Smith, Pavin",656976,2021,545,0.258,0.402,0.318,0.317,0.321,0.144,0.361,0.359,,33.6,5.1,42.7,59.5,23.8,17.3,393,104.08,35.7
"Verdugo, Alex",657077,2021,604,0.285,0.446,0.334,0.342,0.348,0.161,0.366,0.376,,34.9,7.3,43.3,62.3,26.4,17.7,453,104.1,35.9
"DeJong, Paul",657557,2021,402,0.211,0.416,0.293,0.312,0.298,0.205,0.342,0.371,,33.3,10.6,35.3,74.7,27.5,27.9,255,103.86,47.2
"Laureano, Ramón",657656,2021,378,0.245,0.459,0.327,0.335,0.317,0.214,0.404,0.416,,37.7,10.7,40.2,66.8,30.4,27.0,244,105.28,36.4
"Moncada, Yoán",660162,2021,616,0.261,0.426,0.347,0.353,0.374,0.165,0.408,0.418,,40.0,8.2,41.2,63.6,23.6,28.1,365,105.73,40.0
"Ohtani, Shohei",660271,2021,639,0.266,0.612,0.393,0.408,0.382,0.346,0.537,0.566,,35.4,22.3,53.6,69.7,27.3,35.1,350,110.63,42.400000000000006
"Acuña Jr., Ronald",660670,2021,360,0.295,0.603,0.412,0.429,0.409,0.308,0.5,0.528,,39.6,20.3,54.8,67.0,20.8,27.6,217,110.94999999999999,46.2
"Riley, Austin",663586,2021,662,0.281,0.511,0.379,0.366,0.348,0.231,0.482,0.461,,36.5,13.3,45.6,72.2,31.1,28.3,430,108.2,41.1
"Mountcastle, Ryan",663624,2021,586,0.245,0.457,0.335,0.326,0.303,0.212,0.436,0.422,,38.9,11.8,39.7,76.0,38.2,31.6,380,105.83,37.8
"Hayes, Ke'Bryan",663647,2021,396,0.242,0.362,0.301,0.294,0.303,0.119,0.351,0.341,,27.4,5.1,45.8,62.8,25.8,20.6,277,105.6,37.0
"Tucker, Kyle",663656,2021,567,0.303,0.576,0.383,0.396,0.369,0.272,0.428,0.447,,42.0,11.6,47.5,80.9,26.4,20.3,421,104.8,54.50000000000001
"India, Jonathan",663697,2021,631,0.254,0.436,0.363,0.352,0.364,0.182,0.413,0.395,,33.6,9.6,38.6,56.9,21.9,25.1,396,104.3,35.0
"Grisham, Trent",663757,2021,527,0.241,0.368,0.32,0.309,0.328,0.127,0.368,0.351,,31.0,5.2,36.8,63.6,16.8,21.7,348,103.13,46.8
"Stephenson, Tyler",663886,2021,402,0.257,0.391,0.346,0.324,0.343,0.134,0.381,0.35,,36.1,5.4,38.2,61.3,20.9,19.2,280,102.4,40.4
"Rodgers, Brendan",663898,2021,415,0.253,0.414,0.341,0.311,0.3,0.161,0.404,0.364,,30.5,6.2,40.3,74.5,30.2,23.0,305,105.18,44.3
"Lowe, Nathaniel",663993,2021,642,0.236,0.401,0.337,0.323,0.333,0.165,0.403,0.381,,31.4,9.5,45.5,66.4,22.9,23.5,398,106.3,43.50000000000001
"Happ, Ian",664023,2021,535,0.22,0.396,0.328,0.317,0.32,0.176,0.414,0.396,,30.8,10.9,41.3,65.7,23.1,32.3,312,104.76,42.6
"France, Ty",664034,2021,650,0.27,0.435,0.353,0.346,0.353,0.165,0.379,0.37,,35.9,6.8,38.9,72.1,30.0,19.1,471,104.11,42.099999999999994
"Lowe, Brandon",664040,2021,615,0.249,0.499,0.363,0.36,0.343,0.25,0.462,0.456,,37.2,14.0,43.1,78.4,29.8,32.8,371,105.9,48.60000000000001
"Bader, Harrison",664056,2021,401,0.227,0.388,0.331,0.29,0.288,0.162,0.396,0.339,,27.1,7.0,31.7,64.9,31.0,24.7,284,103.77,33.900000000000006
"Fletcher, David",664058,2021,665,0.272,0.32,0.273,0.28,0.307,0.048,0.279,0.288,,30.4,0.0,15.7,61.2,29.2,9.5,573,96.8,32.0
"Moore, Dylan",664238,2021,377,0.204,0.348,0.271,0.288,0.296,0.144,0.323,0.352,,33.3,8.6,33.3,61.0,20.8,26.1,222,103.78,40.2
"Straw, Myles",664702,2021,638,0.256,0.333,0.311,0.303,0.336,0.077,0.336,0.324,,42.6,1.3,26.2,59.6,19.1,13.6,448,99.8,40.5
"Bohm, Alec",664761,2021,417,0.261,0.392,0.285,0.313,0.319,0.131,0.352,0.394,,33.3,6.6,49.5,73.2,26.0,26.7,273,105.6,47.2
"Wade Jr., LaMonte",664774,2021,381,0.253,0.472,0.343,0.344,0.329,0.218,0.413,0.415,,37.8,10.6,41.7,69.8,22.7,20.0,254,104.57,47.099999999999994
"Walsh, Jared",665120,2021,585,0.256,0.434,0.357,0.326,0.322,0.178,0.459,0.412,,33.6,11.3,41.3,68.5,31.6,26.1,381,107.46000000000001,36.9
"Tatis Jr., Fernando",665487,2021,546,0.279,0.615,0.403,0.407,0.363,0.336,0.539,0.546,,33.1,21.3,55.6,80.1,29.0,34.8,329,111.0,51.099999999999994
"Guerrero Jr., Vladimir",665489,2021,698,0.311,0.597,0.419,0.421,0.402,0.286,0.465,0.468,,33.7,15.1,55.2,73.8,24.5,27.8,496,112.7,49.3
"Soto, Juan",665742,2021,654,0.305,0.545,0.42,0.429,0.463,0.241,0.433,0.447,,29.7,13.3,52.7,60.0,12.2,20.0,414,109.38000000000001,47.8
"Chisholm Jr., Jazz",665862,2021,507,0.238,0.409,0.312,0.307,0.295,0.171,0.408,0.399,,29.0,9.0,42.0,64.8,31.0,29.9,324,105.97,33.8
"Lux, Gavin",666158,2021,381,0.26,0.387,0.303,0.323,0.345,0.126,0.339,0.368,,34.6,3.9,40.2,71.2,21.4,22.9,254,104.85000000000001,49.800000000000004
"Bichette, Bo",666182,2021,690,0.291,0.49,0.354,0.355,0.337,0.198,0.418,0.42,,33.5,9.9,47.5,79.6,38.1,22.3,507,107.4,41.49999999999999
"Carlson, Dylan",666185,2021,619,0.247,0.407,0.336,0.322,0.328,0.159,0.404,0.383,,40.6,7.0,31.1,67.2,23.9,27.9,399,101.69999999999999,43.300000000000004
"Dalbec, Bobby",666915,2021,453,0.236,0.522,0.334,0.344,0.294,0.286,0.485,0.503,,36.3,20.2,48.1,71.1,28.5,38.2,262,108.5,42.599999999999994
"García, Adolis",666969,2021,622,0.22,0.422,0.314,0.299,0.267,0.202,0.434,0.41,,29.4,11.5,45.5,74.7,35.7,34.2,391,104.8,39.0
"Gurriel Jr., Lourdes",666971,2021,541,0.272,0.462,0.333,0.339,0.319,0.19,0.387,0.396,,35.8,9.6,43.0,68.3,34.3,24.2,405,104.4,34.0
"Arozarena, Randy",668227,2021,604,0.222,0.369,0.35,0.304,0.313,0.147,0.45,0.375,,29.7,8.2,42.3,66.4,24.8,32.6,364,106.05000000000001,41.60000000000001
"Baddoo, Akil",668731,2021,461,0.227,0.403,0.329,0.309,0.303,0.176,0.411,0.379,,37.4,8.8,32.3,70.0,24.0,30.3,294,102.27,46.0
"Reynolds, Bryan",668804,2021,646,0.294,0.523,0.385,0.386,0.384,0.229,0.437,0.438,,39.9,10.4,40.8,75.4,24.8,23.9,444,106.09,50.60000000000001
"Rojas, Josh",668942,2021,550,0.232,0.352,0.327,0.295,0.313,0.12,0.396,0.347,,40.7,4.8,31.1,62.9,21.2,23.6,351,101.2,41.7
"Murphy, Sean",669221,2021,448,0.24,0.441,0.309,0.337,0.329,0.201,0.363,0.407,,31.9,11.3,42.6,66.3,29.4,27.8,282,106.4,36.9
"Edman, Tommy",669242,2021,691,0.274,0.401,0.301,0.316,0.32,0.127,0.322,0.341,,31.5,4.2,35.1,65.6,28.2,14.9,552,101.91000000000001,37.39999999999999
"Solak, Nick",669256,2021,511,0.238,0.361,0.299,0.299,0.31,0.124,0.334,0.335,,29.3,6.5,33.5,64.2,30.0,24.8,355,103.2,34.2
"Smith, Will",669257,2021,501,0.25,0.472,0.364,0.364,0.365,0.221,0.403,0.403,,38.0,10.8,43.8,62.3,20.9,21.2,324,103.67,41.4
"Hays, Austin",669720,2021,529,0.245,0.432,0.328,0.316,0.298,0.187,0.384,0.368,,32.2,9.1,39.2,64.4,29.5,24.6,385,104.56,34.900000000000006
"Lopez, Nicky",670032,2021,565,0.239,0.305,0.329,0.283,0.313,0.065,0.34,0.281,,27.6,0.7,26.9,65.1,24.5,15.7,438,99.08000000000001,40.599999999999994
"Alvarez, Yordan",670541,2021,598,0.275,0.565,0.369,0.386,0.347,0.29,0.46,0.484,,37.2,15.9,54.2,61.9,26.3,22.7,395,109.16,35.599999999999994
"Kelenic, Jarred",672284,2021,377,0.223,0.413,0.27,0.314,0.304,0.19,0.322,0.394,,33.2,9.9,39.2,67.7,29.4,26.9,232,104.0,38.300000000000004
"Vaughn, Andrew",683734,2021,469,0.243,0.434,0.306,0.332,0.321,0.192,0.346,0.383,,33.6,10.9,47.3,64.1,29.1,24.6,321,105.82,34.99999999999999
